eid,category,shape,shape_type,size,sentence,reasoning
Id238,culture,,,5,"Vysoká škola výtvarných umení v Bratislave, the oldest Slovak higher‑education institution dedicated to fine arts, is a college whose focus is fine arts and it is located in Istropolis.","We need to produce fluent English prose expressing all facts. Triples: 1. ""Najstaršia slovenská vysoká škola zameraná na výtvarné umenie"" | name | ""Vysoká škola výtvarných umení v Bratislave"". Actually subject is ""Najstaršia slovenská vysoká škola zameraná na výtvarné umenie"" (which is a description) and predicate name gives the name ""Vysoká škola výtvarných umení v Bratislave"". So we need to say that the oldest Slovak university of fine arts is named Vysoká škola výtvarných umení v Bratislave. 2. Vysoká škola výtvarných umení v Bratislave | focus | výtvarné umenie => It focuses on fine arts. 3. location: Istropolis. 4. type: vysoká škola => type is ""university"" or ""higher education institution""? ""vysoká škola"" translates to ""higher education institution"" or ""college"". Keep as ""higher education institution"" maybe. But we must translate predicate into English, but object is ""vysoká škola"" which is a type. Should we translate that to English? The instruction: Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). So ""vysoká škola"" is a common noun, translate to English: ""higher education institution"" or ""college"". Probably ""higher education institution"". Use ""college"". Let's choose ""higher education institution"". Keep consistent. 5. attribute: najstaršia => attribute ""oldest"". So we need to say it is the oldest. Combine: The Vysoká škola výtvarných umení v Bratislave, which is the oldest Slovak higher education institution focused on fine arts, is located in Istropolis and its focus is fine arts. But we must include attribute ""oldest"". Already covered. We must include type: higher education institution. Thus sentence: ""Vysoká škola výtvarných umení v Bratislave, the oldest Slovak higher education institution dedicated to fine arts, is a college whose focus is fine arts and it is located in Istropolis."" Make sure all facts: name, focus, location, type, attribute. Yes. We also need to convey that it is the oldest Slovak university of fine arts (attribute). Already. Thus final."
Id239,geography,,,1,The mayor of Bratislava resides in the river Poprad.,"We need to produce a fluent English sentence expressing the triple: Subject: ""Primátor Bratislavy"" (which is Slovak for ""Mayor of Bratislava"") predicate: ""residesIn"" object: ""rieka Poprad"". ""rieka Poprad"" means ""river Poprad"". So we need to translate non-proper entity: ""Primátor Bratislavy"" is a role, not a proper name, so translate to English: ""the mayor of Bratislava"". Object ""rieka Poprad"" is a river name, proper? ""Poprad"" is a proper name of a river, but ""rieka"" is common noun ""river"". So translate to ""the river Poprad"". So sentence: ""The mayor of Bratislava resides in the river Poprad."" That is odd but we must follow. Use exactly the facts. So output that sentence."
Id240,geography,,,1,Velka Fatra is called Vstupná Brána Do Vysokých Tatier.,"We need to produce a fluent English sentence expressing the triple: Subject: Velka Fatra, predicate: called, object: Vstupná Brána Do Vysokých Tatier. We must translate any entity that is NOT a proper named entity into English. ""Velka Fatra"" is a proper name? It's a mountain range in Slovakia, likely a proper noun. Keep as is. Object ""Vstupná Brána Do Vysokých Tatier"" is also a proper name (means ""Entrance Gate to the High Tatras"") but it's a phrase; likely proper. Keep as is. Predicate ""called"" => ""is called"". So sentence: ""Velka Fatra is called Vstupná Brána Do Vysokých Tatier."" Check: Must express all facts: yes. No extra info. Return only sentence."
Id241,geography,,,3,"Most SNP is located in Bratislava, has pillars in Dunaj, and has 2 pillars in Dunaj.","We need to produce fluent English prose expressing all facts. Triples: 1. Most SNP | location | Bratislava 2. Most SNP | hasPillarsIn | Dunaj 3. Most SNP | numberOfPillarsInDunaj | 2 We need to translate subject ""Most SNP"" maybe it's a proper named entity? It looks like a name, maybe ""Most SNP"". It's not a common noun, it's a proper name. So keep as ""Most SNP"". Predicate translation: - location -> is located in (or has location) - hasPillarsIn -> has pillars in - numberOfPillarsInDunaj -> number of pillars in Dunaj is 2 We need to combine into a single sentence or two short ones. Possible: ""Most SNP is located in Bratislava, has pillars in the Dunaj, and has two pillars in the Dunaj."" But we must preserve numbers exactly: ""2"". So ""2 pillars"". Could say ""has 2 pillars in the Dunaj"". The predicate ""hasPillarsIn"" indicates existence of pillars, and numberOfPillarsInDunaj gives count. So we can combine: ""Most SNP is located in Bratislava, has pillars in the Dunaj, and has 2 pillars in the Dunaj."" Make sure we include all facts. That covers location, hasPillarsIn, numberOfPillarsInDunaj. We need to translate ""Dunaj"" maybe it's a proper name (the Danube in Slovak). Keep as ""Dunaj"". Should we add ""the""? The rule: translate any entity that is NOT a proper named entity into English. ""Dunaj"" is a proper name, keep as is. Could add ""the"" but not necessary. Might be okay to say ""in Dunaj"". Use ""in Dunaj"". So sentence: ""Most SNP is located in Bratislava, has pillars in Dunaj, and has 2 pillars in Dunaj."" That's fine. Output only sentence(s)."
Id243,geography,,,2,"The northernmost point of Slovakia is located in the Orava region, which is a region of the Váh.","We need to produce fluent English prose expressing both triples. Triples: 1. Najsevernejší bod Slovenska | locatedInRegion | Orava 2. Orava | isRegion of | Váh We need to translate non-proper entities: ""Najsevernejší bod Slovenska"" is Slovak phrase meaning ""the northernmost point of Slovakia"". That's a description, not a proper name, so translate to English: ""the northernmost point of Slovakia"". Orava is a region name, proper? Orava is a region name, likely proper noun, keep as Orava. Váh is a river, proper name, keep as Váh. Now produce sentence(s) that include both facts: The northernmost point of Slovakia is located in the region of Orava, which is a region of the Váh. But ""isRegionOf"" means Orava is a region of Váh (maybe the river basin). So we can say: ""The northernmost point of Slovakia lies in the Orava region, which is a region of the Váh."" That includes both facts. Check: Use predicate translation: ""located in region"" and ""is region of"". So sentence: ""The northernmost point of Slovakia is located in the Orava region, which is a region of the Váh."" That expresses both. Ensure no extra info. Good."
Id244,sports,,,3,Juraj (VII.) Turzo is a Slovak athlete who specializes in alpine skiing.,"We need to produce fluent English prose expressing all facts. Triples: Subject: Juraj (VII.) Turzo Predicate: nationality -> slovenský (means Slovak) Profession -> športovec (means athlete) SpecializesIn -> zjazdové lyžovanie (means alpine skiing) We need to translate non-proper entities: nationality ""slovenský"" -> Slovak. Profession ""športovec"" -> athlete. SpecializesIn ""zjazdové lyžovanie"" -> alpine skiing. Thus sentence: ""Juraj (VII.) Turzo is Slovak, an athlete, and specializes in alpine skiing."" Or ""Juraj (VII.) Turzo is a Slovak athlete who specializes in alpine skiing."" Must include all facts. Use only given info. That includes nationality, profession, specialization. So sentence: ""Juraj (VII.) Turzo is Slovak, works as an athlete, and specializes in alpine skiing."" Use ""profession"" as ""is a"". Probably ""is a Slovak athlete who specializes in alpine skiing."" That includes nationality and profession and specialization. It includes all facts. Should we mention nationality separately? The phrase ""Slovak athlete"" includes both. That's okay. It expresses nationality and profession. So final answer: ""Juraj (VII.) Turzo is a Slovak athlete who specializes in alpine skiing."""
Id245,history,,,1,Dežo Ursiny was born in Uhrovec.,"We need to produce a fluent English sentence expressing the triple: Dežo Ursiny | birthPlace | Uhrovec. We must translate predicate ""birthPlace"" to English: ""was born in"" or ""birthplace is"". Use natural sentence: ""Dežo Ursiny was born in Uhrovec."" We must not add any extra info. So output that sentence."
Id246,geography,,,2,Zemplínska Šírava is a water reservoir located near Bradlo.,"We need to produce a single fluent English sentence (or two short ones) that expresses both facts. Triples: 1. Zemplínska Šírava isLocatedNear Bradlo. 2. Zemplínska Šírava isType water reservoir. We need to translate predicate: ""is located near"" and ""is type"" meaning ""is a water reservoir"". So we can say: ""Zemplínska Šírava is a water reservoir located near Bradlo."" That includes both facts. Ensure we include both facts: type and location near. That sentence expresses both. Check: ""Zemplínska Šírava is a water reservoir located near Bradlo."" Yes. We must not add extra info. That's fine. Output only the sentence."
Id247,politics,,,3,Andrej Kiska defeated Robert Fico in the 2009 presidential election.,"We need to produce a single fluent English sentence (or two short ones) that expresses all facts. Triples: 1. Andrej Kiska defeatedInElection Robert Fico 2. Andrej Kiska electionType presidential election 3. Andrej Kiska electionYear 2009 We need to convey that Andrej Kiska defeated Robert Fico in a presidential election in 2009. We must not add extra info. So sentence: ""Andrej Kiska defeated Robert Fico in the 2009 presidential election."" That includes all facts: defeatedInElection, electionType, electionYear. Yes. Output only that sentence."
Id248,geography,,,3,"Strečno is located in Nové Mesto, which is a city district that is part of Bratislava.","We need to produce fluent English prose expressing all facts. Triples: 1. Strečno locatedIn Nové Mesto. 2. Nové Mesto isPartOf Bratislava. 3. Nové Mesto isA mestská časť. We need to translate ""mestská časť"" which is Slovak for ""city district"" or ""borough"". It's a common noun, not a proper name, so translate to English: ""city district"". So third triple: Nové Mesto is a city district. Thus sentence: ""Strečno is located in Nové Mesto, which is a city district that is part of Bratislava."" That includes all facts. Ensure we mention all three: Strečno located in Nové Mesto; Nové Mesto is part of Bratislava; Nové Mesto is a city district. Yes. Output only sentence(s). One sentence is fine."
Id249,geography,,,4,"The most eastern Slovak national park, named Národný park Poloniny, is a national park located in Čierny Balog and is the most eastern.","We need to produce fluent English prose expressing all facts. Triples: 1. ""Najvýchodnejší slovenský národný park"" | name | ""Národný park Poloniny"" So subject is ""Najvýchodnejší slovenský národný park"" (the most eastern Slovak national park) has name ""Národný park Poloniny"". So we need to say that the most eastern Slovak national park is named Národný park Poloniny. 2. ""Národný park Poloniny"" | type | ""národný park"" => It is a national park. 3. ""Národný park Poloniny"" | location | ""Čierny Balog"" => It is located in Čierny Balog. 4. ""Národný park Poloniny"" | position | ""najvýchodnejší"" => It is the most eastern. We need to include all facts. Could combine: ""The most eastern Slovak national park, named Národný park Poloniny, is a national park located in Čierny Balog and is the most eastern."" But we already said most eastern twice. Could phrase: ""The most eastern Slovak national park is named Národný park Poloniny; it is a national park located in Čierny Balog and is the most eastern."" That repeats but okay. We must not add extra info. Use exactly given terms: ""najvýchodnejší"" is Slovak for ""most eastern"". Should we translate? The instruction: translate any entity that is NOT a proper named entity into English. ""najvýchodnejší"" is an adjective, not a proper name, so translate to English: ""most eastern"". Also ""národný park"" is type, translate to ""national park"". ""Čierny Balog"" is a proper name, keep as is. Subject ""Najvýchodnejší slovenský národný park"" is a description, not a proper name, translate: ""the most eastern Slovak national park"". Good. Thus sentence: ""The most eastern Slovak national park is named Národný park Poloniny; it is a national park located in Čierny Balog and is the most eastern."" We have redundancy but includes all facts. Could also say: ""The most eastern Slovak national park, named Národný park Poloniny, is a national park located in Čierny Balog and is the most eastern."" That's one sentence. Let's output that."
Id250,geography,,,1,D1 passes near Bratislava.,"We need to produce a fluent English sentence expressing the triple: subject D1, predicate passesNear, object Bratislava. We need to translate any entity that is NOT a proper named entity into English. D1 is likely a designation, maybe a road? It's not a proper name, but it's a code. Should we translate? It's not a proper named entity, but it's a label. The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" So D1 is not a proper named entity; we need to translate it into English. But D1 is just a code; maybe it's a road designation like ""D1 highway"". The triple says D1 passes near Bratislava. So we could say ""The D1 passes near Bratislava."" But ""D1"" is a proper name? It's a road designation, maybe considered a proper noun? The instruction says keep proper named entities in original form. D1 is likely a proper name of a highway. But it's ambiguous. However, it's a code, but could be considered a proper name. The rule: translate any entity that is NOT a proper named entity into English. D1 is not a common noun; it's a code. There's no translation needed. So we keep D1 as is. Thus sentence: ""D1 passes near Bratislava."" That's it."
Id251,geography,,,1,Rozprávková dedinka Habakuky is located in Primaciálny palác.,"We need to produce a fluent English sentence expressing the triple: subject ""Rozprávková dedinka Habakuky"" locatedIn ""Primaciálny palác"". Both are proper names? ""Rozprávková dedinka Habakuky"" seems like a proper name (Czech/Slovak). ""Primaciálny palác"" also proper. So we keep them as is. Sentence: ""Rozprávková dedinka Habakuky is located in Primaciálny palác."" That's it."
Id252,geography,,,4,"Čierny Balog is located in Slovakia, and a railway line passes through Čierny Balog as well as through a football field that is located in Čierny Balog.","We need to produce fluent English prose covering all facts. Triples: 1. Čierny Balog isLocatedIn Slovensko. => Čierny Balog is located in Slovakia. 2. železničná trať passesThrough Čierny Balog. => The railway line passes through Čierny Balog. 3. železničná trať passesThrough futbalové ihrisko. => The railway line passes through the football field. 4. futbalové ihrisko isLocatedIn Čierny Balog. => The football field is located in Čierny Balog. We need to include all facts. Could combine: Čierny Balog is located in Slovakia, and within Čierny Balog there is a football field; a railway line passes through both Čierny Balog and the football field. Ensure we mention that the football field is located in Čierny Balog. Also that the railway line passes through both. We must not add extra info. So sentence: ""Čierny Balog is located in Slovakia; a railway line passes through Čierny Balog and also passes through a football field that is located in Čierny Balog."" That includes all. Check: includes fact that railway passes through football field, and football field is located in Čierny Balog. Yes. Make sure we keep proper names: Čierny Balog, Slovensko. ""railway line"" is translation of ""železničná trať"". That's fine. Output only sentence(s). Probably one sentence with semicolon. Provide as single sentence. Let's craft: ""Čierny Balog is located in Slovakia, and a railway line passes through Čierny Balog as well as through a football field that is located in Čierny Balog."" That covers all."
Id253,geography,,,1,The highest peak of Oravské Beskydy is Bánskobystrický kraj.,"We need to produce a fluent English sentence expressing the triple: subject Oravské Beskydy, predicate highestPeak, object Bánskobystrický kraj. We need to translate any entity that is NOT a proper named entity into English. ""Oravské Beskydy"" looks like a proper name (a mountain range). ""Bánskobystrický kraj"" also looks like a proper name (region). So keep them as is. Sentence: ""The highest peak of Oravské Beskydy is Bánskobystrický kraj."" That expresses the fact. Check: Use only given info. Yes. Return only sentence."
Id254,geography,,,2,"The historic building of the Slovak National Theatre is located on Hviezdoslavovo námestie, which is in Trnávka.","We need to produce fluent English prose expressing both triples. Triples: 1. Historická budova Slovenského národného divadla | location | Hviezdoslavovo námestie => The historic building of the Slovak National Theatre is located at Hviezdoslavovo námestie. 2. Hviezdoslavovo námestie | locatedIn | Trnávka => Hviezdoslavovo námestie is located in Trnávka. We need to combine into a single sentence or two short ones, expressing all facts. Could be: ""The historic building of the Slovak National Theatre is located on Hviezdoslavovo námestie, which is in Trnávka."" That includes both facts. Ensure we use ""location"" and ""locatedIn"" translated naturally. That seems fine. Check: Use ""located on"" vs ""located at"". Use ""located in"". Provide both. Thus final answer: ""The historic building of the Slovak National Theatre is located on Hviezdoslavovo námestie, which is in Trnávka."""
Id255,geography,,,5,"Štrba is the location of the oldest still existing mint in the world. This mint, which is a mint, is still existing, is the oldest, and is in Štrba.","We need to produce fluent English prose expressing all facts. Triples: 1. Štrba | locationOf | najstaršia dodnes existujúca mincovňa na svete => Štrba is the location of the oldest still existing mint in the world. 2. najstaršia dodnes existujúca mincovňa na svete | isIn | Štrba => The oldest still existing mint in the world is in Štrba. (redundant with 1) 3. najstaršia dodnes existujúca mincovňa na svete | type | mincovňa => It is a mint. 4. najstaršia dodnes existujúca mincovňa na svete | status | dodnes existujúca => Its status is ""still existing"". Already implied. 5. najstaršia dodnes existujúca mincovňa na svete | age | najstaršia => Its age is ""oldest"". So it's the oldest. We need to include all facts: location, type, status, age. We must not add extra info. Use exact phrasing: ""oldest still existing mint in the world"". The phrase appears in the entity name. Should we keep that as is? The entity is ""najstaršia dodnes existujúca mincovňa na svete"". We need to translate non-proper entities to English. This phrase is a description, not a proper name. So we translate: ""the oldest still existing mint in the world"". Good. Now produce sentence: ""Štrba is the location of the oldest still existing mint in the world, which is a mint that is still existing and is the oldest, and it is in Štrba."" That's redundant. We need to include all facts but not repeat unnecessarily. Could combine: ""Štrba is the location of the oldest still existing mint in the world; this mint, which is a mint, is still existing and is the oldest, and it is in Štrba."" Might be okay. But we must not add facts not in triples. ""which is a mint"" is from type. ""still existing"" from status. ""oldest"" from age. ""is in Štrba"" from isIn. Already said location of Štrba, but we can include both. We need to ensure we use only given info. The phrase ""still existing"" is status. ""oldest"" is age. Good. Let's craft: ""Štrba is the location of the oldest still existing mint in the world, which is a mint that is still existing, is the oldest, and is in Štrba."" That includes all. Might be a bit repetitive but okay. We must not add any extra punctuation beyond sentences. Provide single sentence or two short ones. Could be two sentences: ""Štrba is the location of the oldest still existing mint in the world. This mint, which is a mint, is still existing, is the oldest, and is in Štrba."" That covers all. Use proper English. Let's output that."
Id256,culture,,,2,"Nox Et Solitudo was authored by Martina Moravcová, who is the author of Nox Et Solitudo.","We need to produce fluent English prose expressing both triples. Triples: 1. Nox Et Solitudo | author | Martina Moravcová 2. Martina Moravcová | isAuthorOf | Nox Et Solitudo Both say same relationship: Nox Et Solitudo's author is Martina Moravcová, and Martina Moravcová is author of Nox Et Solitudo. We need to include both facts, but they are redundant. Must not omit any fact. Could combine: ""Nox Et Solitudo was authored by Martina Moravcová, who is the author of Nox Et Solitudo."" That repeats but includes both. Ensure we use exactly the given info. No extra. Use proper names as is. Provide single sentence."
Id257,politics,,,5,Ivan Gašparovič is a Slovak politician who served as president for eleven terms and is the only one.,"We need to produce fluent English prose expressing all facts. Triples: - Ivan Gašparovič | nationality | slovenský -> nationality is Slovak (in Slovak language ""slovenský"" means Slovak). Need to translate to English: ""Slovak"". So ""Ivan Gašparovič is Slovak."" - profession: politik -> ""politician"". So ""Ivan Gašparovič is a politician."" - position: prezident -> ""president"". So ""Ivan Gašparovič held the position of president."" Could be ""was president."" - numberOfTerms: jedenác -> that's Czech/Slovak for ""eleven"". So ""He served eleven terms."" Or ""He served one eleven terms""? Actually ""jedenác"" is ""eleven"". So ""He served eleven terms."" - uniqueness: jediný -> ""the only"". So ""He is the only ...""? The triple says uniqueness: jediný (the only). Likely ""He is the only one."" But need to express that he is the only (something). Could be ""the only president to serve eleven terms""? But we cannot infer. The triple just says uniqueness: jediný (the only). So we can say ""He is the only one."" But that is vague. However we must express the fact that his uniqueness attribute is ""jediný"". So we can say ""He is the only one."" That satisfies. Combine into one or two short sentences. Must include all facts. Possible sentence: ""Ivan Gašparovič is a Slovak politician who served as president for eleven terms and is the only one."" That includes nationality, profession, position, numberOfTerms, uniqueness. It says ""the only one"" ambiguous but matches uniqueness. Check: ""the only one"" refers to him being unique among something unspecified, but that's exactly the fact: uniqueness = jediný. It's okay. Thus final output: single sentence."
Id258,politics,,,1,The Národná rada Slovenskej republiky has 0 members.,"We need to produce a fluent English sentence expressing the triple: subject ""Národná rada Slovenskej republiky"" (which is Slovak for ""National Council of the Slovak Republic"") | predicate ""numberOfMembers"" | object ""0"". So we need to say: ""The Národná rada Slovenskej republiky has 0 members."" Or ""The National Council of the Slovak Republic has 0 members."" But we must translate any entity that is NOT a proper named entity into English. The subject is a proper name? It's the name of an institution, likely a proper noun. Should we keep it as is? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" ""Národná rada Slovenskej republiky"" is the proper name of the parliament, so keep as is. So we keep the Slovak name. The predicate ""numberOfMembers"" we translate to English: ""has 0 members"" or ""has a number of members of 0"". Must convey the fact that number of members is 0. So sentence: ""The Národná rada Slovenskej republiky has 0 members."" That includes all facts. Use ""has"" as translation of numberOfMembers. That seems fine. Check: Must not add any extra info. So we just state that. Good."
Id259,history,,,3,"The oldest university in the territory of Slovakia was founded on 2011-01-01, is named Universitas Istropolitana, and is located in the territory of Slovakia.","We need to produce fluent English prose expressing all facts. Triples: 1. Najstaršia univerzita na území Slovenska | foundingDate | 2011-01-01 2. Najstaršia univerzita na území Slovenska | name | Universitas Istropolitana 3. Universitas Istropolitana | location | území Slovenska We need to translate non-proper entities to English. ""Najstaršia univerzita na území Slovenska"" is a phrase meaning ""the oldest university in the territory of Slovakia"". That's not a proper name, so translate to English. So subject: ""the oldest university in the territory of Slovakia"". Predicate ""foundingDate"" -> ""was founded on"". Object ""2011-01-01"" keep as is. Second triple: same subject, predicate ""name"", object ""Universitas Istropolitana"". So ""is named Universitas Istropolitana"" or ""has the name Universitas Istropolitana"". Use proper name unchanged. Third triple: subject ""Universitas Istropolitana"", predicate ""location"", object ""území Slovenska"". Translate object: ""the territory of Slovakia"". So ""is located in the territory of Slovakia"". We need to combine all facts into one or two sentences. Could be: ""The oldest university in the territory of Slovakia was founded on 2011-01-01, is named Universitas Istropolitana, and is located in the territory of Slovakia."" That includes all facts. Ensure no extra info. Use exact date format. Good. Check: ""foundingDate"" -> ""was founded on"". Good. Thus final answer."
Id260,politics,,,3,"The parliamentary elections took place in 2023, and after those elections Petr Cmorik became the minister of culture of Slovenská republika.","We need to produce fluent English prose expressing all facts. Triples: 1. ""parlamentné voľby | year | 2023"" => ""parlamentné voľby"" is Slovak for ""parliamentary elections"". It's not a proper named entity, so translate to English: ""parliamentary elections"". So: ""The parliamentary elections took place in 2023."" Or ""Parliamentary elections occurred in 2023."" 2. ""Slovenská republika | ministerOfCulture | Petr Cmorik"" => ""Slovenská republika"" is ""Slovak Republic"" or ""Slovak Republic"". It's a proper name? It's a country name, keep as original? The instruction: Keep proper named entities (names of people, places, organisations, works, etc.) in their original form. ""Slovenská republika"" is a proper name, keep as is. So: ""Slovenská republika's minister of culture is Petr Cmorik."" Or ""The Slovenská republika has Petr Cmorik as minister of culture."" 3. ""Petr Cmorik | becameMinisterAfter | parlamentné voľby 2023"" => object is ""parlamentné voľby 2023"". That's the parliamentary elections 2023. So: ""Petr Cmorik became minister after the parliamentary elections 2023."" We need to combine all facts in one or two short sentences, ensuring all facts are present. We need to mention that parliamentary elections year 2023, that Slovenská republika minister of culture is Petr Cmorik, and that Petr Cmorik became minister after parliamentary elections 2023. Potential sentence: ""The parliamentary elections took place in 2023, and after those elections Petr Cmorik became the minister of culture of Slovenská republika."" But we must also convey that Slovenská republika's minister of culture is Petr Cmorik. The sentence does that. Check: ""The parliamentary elections took place in 2023, and after those elections Petr Cmorik became the minister of culture of Slovenská republika."" This includes all three facts: elections year 2023, Petr Cmorik became minister after elections, and he is minister of culture of Slovenská republika. Yes. Make sure we preserve numbers exactly: 2023. Thus final answer."
Id261,geography,,,4,"Univerzita Pavla Jozefa Šafárika v Košiciach is located in Poprad, is a university, is ranked second by age, and is in the country Slovensko.","We need to produce fluent English prose expressing all facts. Triples: Subject: Univerzita Pavla Jozefa Šafárika v Košiciach (proper name, keep as is) Predicate translations: - isLocatedIn -> is located in - isTypeOf -> is a type of (or is a) ""univerzita"" which is Slovak for ""university"". Need to translate entity that is not proper named entity: ""univerzita"" is a common noun, translate to English ""university"". So ""is a university"". - rankByAge -> rank by age 2. So ""has a rank by age of 2"" or ""is ranked second by age"". Must preserve number 2. - isInCountry -> is in country Slovensko (Slovensko is proper? It's Slovak name for Slovakia, but it's a proper named entity, keep as is). Could translate to ""Slovensko"" as proper, but maybe we keep as is. The instruction: Keep proper named entities in original form. ""Slovensko"" is a proper name of a country, so keep as ""Slovensko"". So ""is in the country Slovensko"". Combine: ""Univerzita Pavla Jozefa Šafárika v Košiciach is located in Poprad, is a university, is ranked second by age, and is in the country Slovensko."" Check all facts: location Poprad, type university, rankByAge 2, country Slovensko. Yes. Make sure not to add extra info. Use ""ranked second by age"" conveys rank 2. That's okay. Could also say ""has a rank by age of 2"". Both fine. Use ""ranked second by age"". Provide single sentence. Let's output."
Id262,geography,,,5,"Fakulta matematiky fyziky a informatiky Univerzity Komenského v Bratislave has a building in Vozovňa Solivar, which is part of Bratislava and has many students; those students include students of FMFI UK and other students.","We need to produce fluent English prose covering all facts. Triples: 1. ""Fakulta matematiky fyziky a informatiky Univerzity Komenského v Bratislave"" hasBuildingIn ""Vozovňa Solivar"". So: The Faculty of Mathematics, Physics and Informatics of Comenius University in Bratislava has a building in Vozovňa Solivar. Or ""has building in"" maybe building location. 2. ""Vozovňa Solivar"" isPartOf ""Bratislava"". So Vozovňa Solivar is part of Bratislava. 3. ""Vozovňa Solivar"" hasMany ""študenti"". So Vozovňa Solivar has many students. 4. ""študenti"" include ""študenti FMFI UK"". So students include FMFI UK students. 5. ""študenti"" include ""iní študenti"". So students include other students. We need to express all facts. Need to translate non-proper entities: ""študenti"" = students, ""študenti FMFI UK"" = FMFI UK students (maybe ""students of FMFI UK""). ""iní študenti"" = other students. We must not add extra info. So we can say: The Faculty of Mathematics, Physics and Informatics of Comenius University in Bratislava has a building in Vozovňa Solivar, which is part of Bratislava and has many students; those students include FMFI UK students and other students. Check each fact: includes building location, part of, has many students, students include FMFI UK students, students include other students. All covered. Make sure not to add extra. Use proper names unchanged: ""Fakulta matematiky fyziky a informatiky Univerzity Komenského v Bratislave"" maybe keep original? The instruction: translate any entity that is NOT a proper named entity into English, keep proper named entities in original form. The faculty name is a proper named entity? It's a specific faculty name, likely proper. So keep as is. ""Vozovňa Solivar"" is a proper name? Likely a place name, keep. ""Bratislava"" keep. ""študenti FMFI UK"" includes FMFI UK which is abbreviation of the faculty, proper? Keep as is? The phrase ""študenti FMFI UK"" is not English; we need to translate ""študenti"" to ""students"". So ""students FMFI UK""? Better: ""students of FMFI UK"". But ""FMFI UK"" is proper, keep. So ""students of FMFI UK"". ""iní študenti"" translate to ""other students"". Good. Now produce sentence(s). Probably one sentence is fine. Let's craft: ""Fakulta matematiky fyziky a informatiky Univerzity Komenského v Bratislave has a building in Vozovňa Solivar, which is part of Bratislava and has many students; those students include students of FMFI UK and other students."" Check: includes all facts. Yes. Output only sentence(s)."
Id263,history,,,1,Matica slovenská was founded in the 2nd century.,"We need to produce a fluent English sentence expressing the triple: subject ""Matica slovenská"", predicate ""foundingCentury"", object ""2"". So ""Matica slovenská was founded in the 2nd century."" But need to be careful: ""foundingCentury"" likely means the century in which it was founded. The object is ""2"". Should we say ""the 2nd century""? Yes. So sentence: ""Matica slovenská was founded in the 2nd century."" That includes all facts. No extra. Ensure proper translation. Output only sentence."
Id264,other,,,3,The hospital named Philippa Pinela is a psychiatric hospital located in Slanské Vrchy.,"We need to produce fluent English prose expressing all facts. Triples: - nemocnica | hasName | Philippa Pinela - nemocnica | location | Slanské Vrchy - nemocnica | type | Psychiatrická We need to translate ""nemocnica"" which is Slovak for ""hospital"". So subject is ""hospital"". The name is ""Philippa Pinela"". Location is ""Slanské Vrchy"". Type is ""Psychiatrická"" which likely means ""psychiatric"". So we need to say: The hospital named Philippa Pinela is a psychiatric hospital located in Slanské Vrchy. Or ""The hospital Philippa Pinela, a psychiatric facility, is located in Slanské Vrchy."" Must include all facts: name, location, type. We must not add extra info. So: ""The hospital named Philippa Pinela is a psychiatric hospital located in Slanské Vrchy."" That includes name, type, location. Check: ""type | Psychiatrická"" -> ""psychiatric"". Should we say ""psychiatric type""? Better: ""is a psychiatric hospital"". Good. Thus final answer: single sentence."
Id265,geography,,,1,Strečno's highest peak is Minčol.,"We need to produce a single fluent English sentence (or two short ones) that expresses the fact: ""Strečno highestPeak Minčol"". So subject: Strečno, predicate: highestPeak, object: Minčol. Means ""Strečno's highest peak is Minčol."" Or ""The highest peak of Strečno is Minčol."" Must use only given info. So produce: ""Strečno's highest peak is Minčol."" That's it."
Id266,culture,,,1,The largest minority in Bratislava is the Rusíni.,"We need to produce a single fluent English sentence (or two short ones) that expresses the fact: Bratislava | largestMinority | Rusíni. We must translate subject and object: Bratiscity? Actually Bratislava is a proper named entity (capital of Slovakia). Keep as is. Object: Rusíni is likely a proper name of an ethnic group? It's not a proper named entity? It's a group name, maybe ""Rusyns"". But we must translate any entity that is NOT a proper named entity into English. ""Rusíni"" is a proper name of an ethnic group, but it's not a person/place? It's a group name, likely considered proper noun? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" ""Rusíni"" is a proper name of an ethnic group, maybe considered proper noun. I'd keep as is? Might be better to keep as ""Rusíni"". The predicate ""largestMinority"" should be expressed in English: ""has the largest minority"". So sentence: ""Bratislava has the largest minority, the Rusíni."" Or ""The largest minority in Bratislava is the Rusíni."" That expresses all facts. We must not add extra info. So: ""The largest minority in Bratislava is the Rusíni."" That includes subject Bratislava, predicate largestMinority, object Rusíni. That's fine. Return only sentence."
