eid,category,shape,shape_type,size,sentence,reasoning
Id403,culture,,,4,"Moderni kašny su na Náměstí Republiky v Plzni a zwobraznjuja chrticu, velblouda a anděla.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) describing the facts from the RDF triples. Must not add any info beyond triples. Use only given facts. Triples: subject ""moderní kašny"" (modern fountains) with predicate location -> ""Náměstí Republiky v Plzni"". predicate depict -> ""chrtice"" (a type of dog? but we keep as is). depict -> ""velblouda"" (camel). depict -> ""anděla"" (angel). So we need to produce a sentence(s) in Upper Sorbian describing that modern fountains are located at Náměstí Republiky in Plzeň and depict a chrtice, a velbloud, and an angel. Must translate predicate to Upper Sorbian: location = ""lokacija""? In Upper Sorbian, ""lokacija"" maybe ""lokacija"" or ""mjeno""? Could be ""lokacija"" or ""lokacija"". But we can phrase naturally: ""Moderni kašny su na Náměstí Republiky w Plzni a zwobraznjuja chrticu, velblouda a anděla."" Need to translate ""depict"" as ""zwobraznjuja"" (depicts). Use plural? ""Moderni kašny"" plural. So ""Moderni kašny su na Náměstí Republiky w Plzni a zwobraznjuja chrticu, velblouda a anděla."" That includes all facts. Ensure no extra info. Use ""w Plzni"" as location. Upper Sorbian uses ""w Plzni"". Good. We must keep proper nouns unchanged: ""Náměstí Republiky v Plzni"" keep as is. Should we keep ""v"" or ""w""? The original triple uses ""Náměstí Republiky v Plzni"". Keep that exact string. So sentence: ""Moderni kašny su na Náměstí Republiky v Plzni a zwobraznjuja chrticu, velblouda a anděla."" Use ""na"" for location? Could be ""na Náměstí Republiky v Plzni"". That's fine. Return only the sentence."
Id404,culture,,,4,"Jiřina Bohdalová hłósowała postu Křemílek a Vochomůrka, kotrež su dźěle čěskego kreslenho wčernogo programa.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that expresses all facts given, using only the info in triples. No extra facts. Translate each entity that is not a proper name into Upper Sorbian. Proper names stay original. Predicates must be translated to Upper Sorbian and used naturally. Triples: 1. Jiřina Bohdalová | voicedCharacter | Křemílek 2. Jiřina Bohdalová | voicedCharacter | Vochomůrka 3. Křemílek | partOf | český kreslený večerníček 4. Vochomůrka | partOf | český kreslený večerníček We need to express that Jiřina Bohdalová voiced the characters Křemílek and Vochomůrka, and both characters are part of the Czech animated evening show (český kreslený večerníček). Need to translate ""voiced character"" predicate: maybe ""hłósował postu"" or ""hłósował ról"" but need Upper Sorbian. ""voiced"" = ""hłósował"" (to voice). ""character"" = ""postać"". So predicate ""voicedCharacter"" could be expressed as ""hłósował postu"". ""partOf"" = ""je dźělom"" or ""je dźělom z"". ""český kreslený večerníček"" is a phrase; need to translate common nouns: ""český"" = ""čěský""? Upper Sorbian for Czech is ""čěský"". ""kreslený"" = ""kresleny"". ""večerníček"" maybe ""wčerny program""? But we must translate each entity that is not a proper name. The phrase ""český kreslený večerníček"" is a description, not a proper name, so we translate each word: ""čěský kresleny wčerny program""? However ""večerníček"" is a specific term for a Czech TV bedtime cartoon series. Might translate as ""čěský kresleny wčerny program"". Keep as noun phrase. Use Upper Sorbian: ""čěský kresleny wčerny program"". Could also be ""čěský kresleny večernik"". Not sure. We'll go with ""čěský kresleny wčerny program"". Ensure we keep proper names: Jiřina Bohdalová, Křemílek, Vochomůrka remain. Now construct sentence: ""Jiřina Bohdalová hłósowała postu Křemílek a Vochomůrka, kotrež su dźěle čěskho kreslenho wčernogo programa."" Need correct grammar: ""hłósowała"" past tense feminine. ""postu"" is genitive? Actually ""postu"" is dative? Might be ""postu"" (genitive singular). Could say ""hłósowała postu Křemílek a Vochomůrka"". Then ""kotrež su dźěle čěskho kreslenho wčernogo programa."" Use ""dźěl"" maybe ""dźěl"". ""dźěl"" is part. So ""su dźěle"". Use ""čěskego"" genitive. ""kreslenho wčernogo programa"". So final sentence: ""Jiřina Bohdalová hłósowała postu Křemílek a Vochomůrka, kotrež su dźěle čěskego kreslenho wčernogo programa."" Check: we used only facts. Yes. We could also split into two sentences: ""Jiřina Bohdalová hłósowała postu Křemílek. Křemílek je dźěl čěskego kreslenho wčernogo programa. Jiřina Bohdalová hłósowała postu Vochomůrka. Vochomůrka je dźěl čěskego kreslenho wčernogo programa."" But they said one or two short sentences. Could be one sentence as above. Make sure we didn't add any extra info. We used ""a"" for and, ""kotrež"" which is relative pronoun. All good. Return only the sentence(s)."
Id405,geography,,,2,Plzeň wobsahuje najwjetšu wězowku w Čěškach. Najwjetša wězowka w Čěškach so nachadźa w Plzni.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Two triples: 1. Plzeň | contains | největší věznice v Česku 2. největší věznice v Česku | location | Plzeň We must translate entities that are not proper names. ""Plzeň"" is a proper name, keep as is. ""největší věznice v Česku"" is a description, not a proper name, so translate to Upper Sorbian. Also predicate must be translated to Upper Sorbian and used naturally. Triples: subject predicate object. First triple: subject ""Plzeň"", predicate ""contains"", object ""největší věznice v Česku"". Translate predicate ""contains"" to Upper Sorbian: ""wobsahuje"" or ""zawjese"". Likely ""wobsahuje"". Object translation: ""největší věznice v Česku"" = ""najwjetša wězowka w Čěškach"" maybe. Upper Sorbian for ""prison"" is ""wězowka"". ""largest"" = ""najwjetša"". ""in Czech Republic"" = ""w Čěškach"". So object: ""najwjetša wězowka w Čěškach"". So sentence: ""Plzeň wobsahuje najwjetšu wězowku w Čěškach."" Note gender: wězowka is feminine, ""najwjetšu"" accusative. Good. Second triple: subject ""největší věznice v Česku"" (same phrase) location Plzeň. Predicate ""location"" translate to ""se nachadźa w"" or ""lokacija"". Use ""se nachadźa w"". So sentence: ""Najwjetša wězowka w Čěškach so nachadźa w Plzni."" Upper Sorbian for Plzeň in locative: ""Plzni"". So combine maybe two sentences or one combined? Could be two sentences. Requirement: one or two short sentences if needed. Provide fluid text. So produce two sentences. Make sure not to add any extra facts. Use only given info. So final answer: ""Plzeň wobsahuje najwjetšu wězowku w Čěškach. Najwjetša wězowka w Čěškach so nachadźa w Plzni."" Ensure consistency: first sentence uses accusative ""najwjetšu wězowku"". Second uses nominative ""najwjetša wězowka"". Good. Return only the sentences."
Id406,culture,,,3,"Adam Svatoš ma přimjeno Kato, započina karjeru w Chaozz a typ karjere je hiphop.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. No extra facts. Translate each entity that is not a proper name. So proper names: Adam Svatoš, Kato, Chaozz are proper names, keep as is. Predicates translate to Upper Sorbian: ""hasNickname"" -> ""ma přimjeno""? Actually ""has nickname"" = ""ma přimjeno"". ""startedCareerIn"" -> ""započina karjeru w""? maybe ""započina karjeru w"". ""careerType"" -> ""typ karjere"". Need to embed in sentence. We have three facts about Adam Svatoš: He has nickname Kato; He started career in Chaozz; His career type is hiphop. We need to produce one or two short sentences, natural, using only these facts. Must not add any other info. So we can say: ""Adam Svatoš ma přimjeno Kato, započina karjeru w Chaozz a typ jeho karjere je hiphop."" Need to ensure predicate translation: ""careerType"" -> ""typ karjere"". Could phrase: ""typ karjere je hiphop"". That's fine. Check: we used ""započina karjeru w Chaozz"". That's okay. Use ""ma přimjeno Kato"". All facts used. No extra. Should we keep ""hiphop"" as is (proper name? It's a genre, not proper name, but it's a term; we keep as is). Should we translate ""hiphop"" to Upper Sorbian? Probably keep as is. Thus final answer: one sentence."
Id407,history,,,5,"Heliodor Píka je divizny generál, je Čěskosłowjanski, je so w roku 1949 wotwědźił, mu je dany smrtni karny a typ proces je wukonstruowany sudny proces.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Must translate predicate to Upper Sorbian and use it naturally. Entities that are not proper names stay translated. Proper names remain original. So we have subject Heliodor Píka (proper name). Predicates: militaryRank, nationality, convictionDate, sentence, trialType. Need to translate each predicate to Upper Sorbian: ""militaryRank"" -> ""militarny rang"" or ""vojny rang""? Upper Sorbian: ""militarny rang"". ""nationality"" -> ""narodnosć"". ""convictionDate"" -> ""datum wotwědźenja"" maybe ""datum skaza"". ""sentence"" -> ""karny wotpowěd"". But we need natural usage. ""sentence"" as ""karny wotpowěd"" or ""karny rozsudk"". ""trialType"" -> ""typ proces"". Could be ""typ proces"". Use ""typ procesoweho postupa"". Keep simple: ""typ proces"". Use Upper Sorbian words. We must not add any facts not in triples. So we can say: ""Heliodor Píka je divizny generál, je Čěskosłowjanski, je so w roku 1949 wotwědźił, je mu dany trest smrtí a proces je był vykonstruowany."" Need to ensure we only state facts: rank, nationality, conviction date, sentence, trial type. Use ""wotwědźił"" maybe ""wotwědźeny"" but we need to convey conviction date. Could say ""je so w roku 1949 wotwědźił"". That's okay. We must not infer beyond given. So we cannot say ""byl"" etc. But we can state that the trial type was ""vykonstruowany soudní proces"". That's given as object. So we can say ""typ proces je byl vykonstruowany soudny proces"". Use Upper Sorbian: ""typ proces je byl wukonstruowany sudny proces"". Keep object as given phrase? The object is ""vykonstruowany soudní proces"" (Czech). Should we translate object? The rule: translate each entity that is not a proper name. So ""vykonstruowany soudní proces"" is not a proper name, so translate to Upper Sorbian: ""wukonstruowany sudny proces"". Also ""trest smrtí"" translate: ""smrtny karny"". Actually ""trest smrtí"" is phrase, not proper name, so translate: ""smrtny karny"". ""Československý"" translate: ""Čěskosłowjanski"". ""divizní generál"" translate: ""divizny generál"". ""1949"" stays. Now construct sentence(s). Could be one sentence: ""Heliodor Píka je divizny generál, je Čěskosłowjanski, je so w roku 1949 wotwědźił, mu je dany smrtni karny a typ proces je wukonstruowany sudny proces."" Need to ensure predicate translation: ""militarny rang"" maybe ""je divizny generál"" uses predicate ""militaryRank"". That's okay. ""nationality"" -> ""je Čěskosłowjanski"". ""convictionDate"" -> ""je so w roku 1949 wotwědźił"". ""sentence"" -> ""mu je dany smrtni karny"". ""trialType"" -> ""typ proces je wukonstruowany sudny proces"". Use Upper Sorbian grammar. We must not add any extra facts. The phrase ""mu je dany"" is inference? It states sentence given. That's okay. It's using object ""smrtni karny"". Should we keep ""trest smrtí"" as object translation ""smrtni karny""? Might be ""smrtni karny"" or ""karny smrt"". Use ""smrtni karny"". Good. Now output only the sentence(s). No extra text."
Id408,history,,,4,"Radyně je zrušenina hrada, je załoženy Karlem IV, leži južně od Starého Plzence a je kulturna pamjatka.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given facts. No extra facts. Translate entities that are not proper names: type, founder, location, status, etc. Predicates must be translated to Upper Sorbian and used naturally. Entities that are proper names stay original: Radyně, Karel IV, Starého Plzence? ""Starého Plzence"" is a place name, likely proper, so keep original. Also ""zřícenina hradu"" is a type phrase, not a proper name, translate to Upper Sorbian: ""zrušenina hrada"" maybe? Upper Sorbian for ""ruin of a castle"" is ""zrušenina hrada"". ""kulturní památka"" -> ""kulturna pamjatka"". ""founder"" -> ""załožar"" maybe? Upper Sorbian for founder: ""załožar"". ""location"" -> ""lokacija"" or ""mjeno"" but better ""lokacija"". ""status"" -> ""status"". Could also use ""status"" as same. But we need natural sentence: ""Radyně je zrušenina hrada, załoženy Karlem IV, leži južně od Starého Plzence a je kulturna pamjatka."" Need to ensure we use predicate translations: type -> ""je"" maybe? Actually predicate ""type"" we translate as ""typ"" but we need to embed: ""Radyně je zrušenina hrada"". ""founder"" -> ""je załoženy"". ""location"" -> ""leži"". ""status"" -> ""ma status"" or ""je"". Could say ""je kulturna pamjatka"". So final sentence: ""Radyně je zrušenina hrada, je załoženy Karlem IV, leži južně od Starého Plzence a je kulturna pamjatka."" That uses all facts. Ensure no extra facts. Good."
Id409,culture,,,3,"Česki televizijny seriál ma mjeno Modrá krev, ma temu wuhotne čěske šlechtiske rody a je přewodźeny wot hrabje Františka Kinskego.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Must translate predicate to Upper Sorbian and use it naturally. Also translate entities that are not proper names. The triples: Subject: ""Český televizní seriál"" (Czech TV series) - this is a common noun phrase, not a proper name, so translate to Upper Sorbian: ""česki televizijny seriál"". Predicate: name -> ""mjeno"" maybe ""ma mjeno""? But we need to translate predicate to Upper Sorbian and use it naturally. The predicate ""name"" means the series has a name ""Modrá krev"". So we could say: ""Česki televizijny seriál ma mjeno Modrá krev."" Next triple: theme -> ""tema"" or ""temat"". So: ""Česki televizijny seriál ma temu významne česke šlechtiske rody."" Need to translate ""významné české šlechtické rody"" - that's a phrase, not proper name, so translate: ""wuhotne česke šlechtiske rody"". Use Upper Sorbian: ""wuhotne čěske šlechtiske rody""? Actually ""česke"" in Upper Sorbian is ""čěske"". ""šlechtické rody"" = ""šlechtiske rody"". ""významné"" = ""wuhotne"". So: ""wuhotne čěske šlechtiske rody"". Next triple: guidedBy -> ""wjedźe"" maybe ""wjedźe"" or ""přewodźi"". ""guided by"" = ""přewodźi"". So: ""Česki televizijny seriál je přewodźeny wot hrabje Františka Kinskego."" Need to translate ""hrabě František Kinský"" - proper name stays original. But ""hrabě"" is a title, not proper name? It's a common noun, so translate to Upper Sorbian: ""hrabje"". So keep ""František Kinský"". So: ""hrabje František Kinský"". Use ""přewodźi"" maybe ""přewodźi"" as verb. Could say: ""Česki televizijny seriál je přewodźeny wot hrabje Františka Kinskego."" Need case: ""hrabje Františka Kinskego"" (genitive). Good. Now combine into one or two sentences. Could be three sentences. Must output only the sentence(s). No extra text. Let's craft: ""Česki televizijny seriál ma mjeno Modrá krev, ma temu wuhotne čěske šlechtiske rody a je přewodźeny wot hrabje Františka Kinskego."" That uses all three triples. Ensure predicate translation: ""ma mjeno"", ""ma temu"", ""je přewodźeny"". All good. Return only that sentence."
Id410,culture,,,6,"Karel Kryl je českosłowjanski autor, wjele protikomunistiske protestne písnički wutworił, jeho prěni LP je Bratříčku zavírej vrátka a wozjewił so 1969‑01‑01.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Must translate predicate and non-proper nouns to Upper Sorbian. Keep proper names unchanged. No extra facts. Use the triples: subject Karel Kryl, nationality Československý, occupation autor, created protikomunistiske protestne písnički, numberOf mnoha, released 1969-01-01, firstLP Bratříčku zavírej vrátka. We need to produce a natural sounding sentence(s) that expresses all facts. Must keep numbers/dates exactly. ""Československý"" is a nationality; translate to Upper Sorbian? It's a proper adjective? Probably keep as is? It's not a proper name, but it's a demonym. Should translate to Upper Sorbian: ""českosłowjanski"". But rule: translate each entity that is not a proper name. So ""Československý"" is not a proper name, so translate. So ""Českosłowjanski"". Occupation ""autor"" is already maybe same in Upper Sorbian? It's a common noun, translate: ""autor"". Already same. Created ""protikomunistické protestní písničky"" translate: ""protikomunistiske protestne písnički"". numberOf ""mnoha"" translate: ""wjele"". released date keep as is. firstLP ""Bratříčku zavírej vrátka"" is a title, proper name, keep original. Now construct sentence: ""Karel Kryl je českosłowjanski autor, wjele protikomunistiske protestne písnički wutworił, jeho prěni LP je Bratříčku zavírej vrátka a wozjewił so 1969-01-01."" Need to ensure using predicates translated: nationality -> ""ma narodnosć""? But we can phrase: ""je českosłowjanski"". Occupation -> ""je autor"". Created -> ""wutworił"". numberOf -> ""wjele"". released -> ""wozjewił so"". firstLP -> ""prěni LP je"". That seems okay. Make one sentence or two short sentences. Provide only the sentence(s). No extra text. Let's produce: ""Karel Kryl je českosłowjanski autor, wjele protikomunistiske protestne písnički wutworił, jeho prěni LP je Bratříčku zavírej vrátka a wozjewił so 1969-01-01."" Ensure proper Upper Sorbian spelling: ""jego"" maybe ""jeho"". Use ""jeho"". Good. Return only that."
Id411,culture,,,7,"Jiří Menzel je režiser, herec a spisowar a ma čěskosku narodnosć. Režisował Ostře sledované vlaky, Vesničko má středisková a Postřižiny.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that expresses all facts given, using only the information in triples, no extra facts. Must translate each non-proper entity (common nouns, functions, descriptions) into Upper Sorbian. Proper names stay as is. Predicates must be translated to Upper Sorbian and used naturally in the sentence. Triples: 1. Jiří Menzel | profession | režisér (director) 2. Jiří Menzel | profession | herec (actor) 3. Jiří Menzel | profession | spisovatel (writer) 4. Jiří Menzel | nationality | český (Czech) 5. Ostře sledované vlaky | directedBy | Jiří Menzel 6. Vesničko má středisková | directedBy | Jiří Menzel 7. Postřižiny | directedBy | Jiří Menzel We need to produce a sentence(s) that includes all facts: Jiří Menzel is a director, actor, writer, Czech; and he directed the three films: Ostře sledované vlaky, Vesničko má středisková, Postřižiny. We must not add any other facts. So we cannot say ""famous"" or ""well-known"". Just list. We need to translate predicate words: profession -> ""profesija""? In Upper Sorbian, ""profesija"" is profession. But we need to embed naturally: ""je režiser, herec a spisowar"". ""spisowar"" is writer. ""režiser"" is director. ""herec"" is actor. ""nationality"" -> ""narodnosć""? In Upper Sorbian, ""narodnosć"" is nationality. Could say ""ma čěskosku narodnosć"". ""čěskoska"" maybe ""čěskoska"" for Czech? Upper Sorbian for Czech is ""čěskoska"". The triple says ""český"". So we translate to Upper Sorbian ""čěskoska"". So ""ma čěskosku narodnosć"". Or ""je čěskoski"". Could say ""je čěskoski"". That expresses nationality. DirectedBy predicate: ""režisował"" maybe ""režisował"" as past tense? But we need to convey that the films were directed by Jiří Menzel. Could say ""film Ostře sledované vlaky je reżyserowany wot Jiří Menzel"". But we need to use predicate translation: ""režisował"" as verb. In Upper Sorbian, ""režisować"" is to direct. So ""režisował"" (past). So we can say ""režisował film Ostře sledované vlaky"". Similarly for others. We need to keep proper names unchanged: ""Jiří Menzel"", ""Ostře sledované vlaky"", ""Vesničko má středisková"", ""Postřižiny"". Those are titles, keep as is. Now produce a fluid sentence: maybe two sentences: one about Jiří Menzel's professions and nationality, second about his direction of the three films. We must not add any extra facts. So we can say: ""Jiří Menzel je režiser, herec a spisowar a ma čěskosku narodnosć. Režisował film Ostře sledované vlaky, film Vesničko má středisková a film Postřižiny."" Check: we used ""režisował"" as past tense, which is okay. We used ""film"" as noun, which is not in triples but is generic. Is that allowed? The instruction: ""Use only information given in triples. Do not add any facts, details, attributes, or context not explicitly mentioned."" Adding the word ""film"" is not a fact, it's just a generic noun to refer to the object. Is that considered adding? Probably acceptable because it's just a grammatical necessity. The triple object is the title, which is a film. But we are not adding that they are films; but we are assuming they are films. That might be considered adding a fact (that they are films). However, the triple ""directedBy"" implies they are works directed by him, likely films. But the predicate ""directedBy"" already indicates direction, which is a film. So using ""film"" may be okay as a generic term, not adding new info. Could also just list titles without ""film"". Eg: ""Režisował Ostře sledované vlaky, Vesničko má středisková a Postřižiny."" That is fine. Thus final output: one or two sentences in Upper Sorbian. Make sure to keep proper names unchanged. Let's produce: ""Jiří Menzel je režiser, herec a spisowar a ma čěskosku narodnosć. Režisował Ostře sledované vlaky, Vesničko má středisková a Postřižiny."" That includes all facts. No extra. Good. Now output only the sentence(s)."
Id412,culture,,,5,"Bohumil Hrabal ma powołanje prozaik, ma narodnosć čěšćak, ma aktiwny period 1950‑01‑01/2000‑12‑31 a je awtor dźěłow Ostře sledované vlaky a Obsluhoval jsem anglického krále.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Must translate each entity that is not a proper name into Upper Sorbian. Predicates must be translated to Upper Sorbian and used naturally. No extra facts. So we have subject: Bohumil Hrabal (proper name, keep). Predicates: occupation (occupation) -> ""powołanje"" maybe ""zawod"". ""prozaik"" is a noun, but it's a value, not proper name, so translate to Upper Sorbian: ""prozaik"". Actually ""prozaik"" is already maybe Czech; Upper Sorbian for ""prozaik"" is ""prozaik"". Might be same. nationality -> ""narodnosć"" maybe ""narodnosć"". Value ""český"" -> translate to Upper Sorbian: ""čěšćina""? Actually ""český"" as nationality: ""Čěšćak""? The noun for Czech nationality: ""Čěšćak"" (male) or ""Čěšćanka"". Since it's nationality, maybe ""čěšćak"". We'll use ""čěšćak"". activePeriod -> ""aktiwny period"" maybe ""aktiwny period"". Value ""1950-01-01/2000-12-31"" keep as is. authorOf -> ""awtor"" or ""awtorstwo"". Use ""awtor"" as predicate. Values: ""Ostře sledované vlaky"" and ""Obsluhoval jsem anglického krále"". These are titles, proper names? They are titles of works, keep original. So we need sentences that convey all facts. We can combine: ""Bohumil Hrabal je prozaik, je čěšćak, je aktiwny w periodźe 1950-01-01/2000-12-31, a je awtor dźěłow Ostře sledované vlaky a Obsluhoval jsem anglického krále."" Make sure to translate predicate words: ""je"" for ""is"". ""prozaik"" is occupation. ""narodnosć"" maybe ""narodnosć"" but we used ""čěšćak"". Could also phrase: ""ma narodnosć čěšćak"". But we need to use predicate translation: ""nationality"" -> ""narodnosć"". So we could say ""ma narodnosć čěšćak"". For occupation: ""ma powołanje prozaik"". For activePeriod: ""ma aktiwny period 1950-01-01/2000-12-31"". For authorOf: ""je awtor dźěła ..."" or ""ma awtorstwo"". Use ""awtor"" as predicate: ""ma awtorstwo"". But we need to translate predicate to Upper Sorbian and use naturally. So ""authorOf"" -> ""awtor"". Could be ""je awtor"". We'll produce two sentences maybe. Let's craft: ""Bohumil Hrabal ma powołanje prozaik, ma narodnosć čěšćak, ma aktiwny period 1950-01-01/2000-12-31 a je awtor dźěłow Ostře sledované vlaky a Obsluhoval jsem anglického krále."" Check: ""ma powołanje prozaik"" (occupation). ""ma narodnosć čěšćak"". ""ma aktiwny period ..."" ""je awtor dźěłow ..."" Good. We must not add any other facts. This uses all triples. Provide only the sentence(s). Probably one sentence is fine. Return only the sentence."
Id413,geography,,,3,"Město leži w Ústeckim kraju, na spoju Labe a Ploučnice a ma mjeno Děčín.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Triples: subject: město (city) - generic noun, not a proper name, so translate to ""město"". predicate: locatedInRegion -> translate to Upper Sorbian: ""leži w regionje"" or ""je w regionje"". Need to use natural phrasing. Could be ""leži w regionje"". Object: Ústecký kraj (proper name, keep original). So: ""město leži w Ústeckim kraju."" But need to keep subject as ""město"". Could be ""Město leži w Ústeckim kraju."" Second triple: město | situatedAtConfluence | Labe Ploučnice. Need to translate predicate: ""leži na spoju rjek"" maybe ""leži na spoju Labe a Ploučnice"". Object: Labe Ploučnice (two rivers? Actually confluence of Labe and Ploučnice). So phrase: ""Město leži na spoju Labe a Ploučnice."" Third triple: město | hasName | Děčín. Predicate: ""ma mjeno"". So: ""Město ma mjeno Děčín."" We need to combine into one or two sentences, fluid. Could combine: ""Město leži w Ústeckim kraju, na spoju Labe a Ploučnice a ma mjeno Děčín."" That's one sentence using all facts. Ensure no extra facts. That's fine. We must not add any other info. Use proper case: ""Ústecký kraj"" in Upper Sorbian is ""Ústecký kraj"" maybe ""Ústeckim kraju"". Use dative? ""w"" + locative: ""w Ústeckim kraju"". Good. Thus output just that sentence."
Id414,culture,,,6,"Libuše je postać z českich pověstow, ma tate Krok, ma sestru Kazi a sestru Teta, je mýtiska česka kněžna a je małž Přemysl Oráč.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that express all facts given, using only the information in triples, no extra inference. Must translate each entity that is not a proper name into Upper Sorbian. Proper names stay original. Predicates must be translated to Upper Sorbian and used naturally. Triples: 1. Libuše | isCharacterFrom | české pověsti 2. Libuše | hasFather | Krok 3. Libuše | hasSister | Kazi 4. Libuše | hasSister | Teta 5. Libuše | isMythical | česká kněžna 6. Libuše | isSpouseOf | Přemysl Oráč We need to produce a sentence(s) that includes all facts. Use Upper Sorbian for non-proper nouns: ""character"" = ""postać"", ""from"" = ""z"", ""legend"" = ""pověsti"" maybe ""českich pověsti""? The object ""české pověsti"" is a phrase; ""české pověsti"" is not a proper name, so translate: ""české pověsti"" -> ""českich pověstow""? Upper Sorbian: ""českich pověstow"". ""hasFather"" -> ""mahoće"" maybe ""ma tuta"" but we need phrase: ""mahoće"" is ""has father"". In Upper Sorbian, ""ma"" = ""has"". ""father"" = ""tata"". So ""ma tate"" (genitive). So ""Libuše ma tate Krok"". ""hasSister"" -> ""ma sestru"". ""sister"" = ""sestra"". So ""ma sestru Kazi"" and ""ma sestru Teta"". ""isMythical"" -> ""je mýtiska"" maybe ""je mýtiska"". ""mythical"" = ""mýtiski"". ""česká kněžna"" -> ""česká kněžna"" is phrase, translate: ""česká kněžna"" -> ""česká kněžna"" (maybe ""česká kněžna"" is not proper name, so translate: ""česká kněžna"" -> ""česká kněžna"". In Upper Sorbian, ""kněžna"" = ""kněžna"". So ""je mýtiska česka kněžna"". ""isSpouseOf"" -> ""je wotpowědnik"" no, spouse = ""małž"" for husband? Actually ""spouse"" = ""małž"" (husband) or ""žona"". Since Libuše is female, spouse is husband: ""je małž"" maybe ""je małž"". But we need phrase: ""is spouse of Přemysl Oráč"". So ""je małž Přemysl Oráč""? Better: ""je małž Přemysl Oráč"". Or ""je wotpowědnik"" not correct. Use ""je małž"" (husband). So ""Libuše je małž Přemysl Oráč"". But we need to keep predicate translation: ""isSpouseOf"" -> ""je małž"". Good. Now combine into fluid sentence(s). Could be one sentence: ""Libuše je postać z českich pověstow, ma tate Krok, ma sestru Kazi a sestru Teta, je mýtiska česka kněžna a je małž Přemysl Oráč."" Check: we used ""postać"" for character, ""z"" for from, ""českich pověstow"" for Czech legends, ""ma tate Krok"", ""ma sestru Kazi a sestru Teta"", ""je mýtiska česka kněžna"", ""je małž Přemysl Oráč"". All facts present. No extra info. Use Upper Sorbian grammar: ""ma tate"" maybe ""ma tate"" (genitive). ""ma sestru"" correct. ""česka kněžna"" maybe ""česka kněžna"". ""mýtiska"" maybe ""mýtiska"". Could also use ""mýtiska"" as adjective. So ""je mýtiska česka kněžna"". Good. Return only the sentence(s)."
Id415,history,,,4,"Praotec Čech je legendarny a je předk, kotryž wjedźe ludźi do zemje zaslěbjeneje; česke powěsti tutón podawk wopisujom.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. No extra facts. Must translate predicate and non-proper nouns to Upper Sorbian. Entities that are proper names stay original. Triples: 1. Praotec Čech | isLegendary | true 2. Praotec Čech | isAncestor | true 3. Praotec Čech | ledPeople | do země zaslíbené 4. české pověsti | describeEvent | Praotec Čech ledPeople do země zaslíbené We need to produce a sentence(s) that expresses these facts. Use only info given. So we can say: ""Praotec Čech je legendarny a je předk. Wjedźe ludźi do zemje zaslěbjeneje. Česke powěsti wopisujom tutón podawk."" Need to incorporate that ""české pověsti describeEvent Praotec Čech ledPeople do země zaslíbené"". So we can say: ""Česke powěsti wopisujom, zo Praotec Čech wjedźe ludźi do zemje zaslěbjeneje."" Also include isLegendary and isAncestor. So maybe combine: ""Praotec Čech je legendarny a je předk, kotryž wjedźe ludźi do zemje zaslěbjeneje; česke powěsti tutón podawk wopisujom."" Make sure to translate predicates: isLegendary -> je legendarny, isAncestor -> je předk, ledPeople -> wjedźe ludźi, describeEvent -> wopisuje (or wopisujom). ""české pověsti"" is a noun phrase, keep as is? It's not a proper name, so translate: ""české powěsti"". Use Upper Sorbian: ""česke powěsti"". The object ""do země zaslíbené"" is phrase, translate: ""do zemje zaslěbjeneje"". Keep ""Praotec Čech"" as proper name. Thus final output: one sentence. Provide only the sentence."
